+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                       ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; DE0_Nano_SOPC_inst|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                      ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|rst_controller|alt_rst_sync_uq1                                                                                                                                                          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|rst_controller                                                                                                                                                                           ; 33    ; 30             ; 0            ; 30             ; 1      ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|irq_synchronizer_004                                                                                                                                                                     ; 5     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|irq_synchronizer_003                                                                                                                                                                     ; 5     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|irq_synchronizer_002                                                                                                                                                                     ; 5     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|irq_synchronizer_001                                                                                                                                                                     ; 5     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|irq_synchronizer                                                                                                                                                                         ; 5     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|irq_mapper                                                                                                                                                                               ; 8     ; 26             ; 2            ; 26             ; 32     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|avalon_st_adapter_003|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|avalon_st_adapter_003                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|avalon_st_adapter_002|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|avalon_st_adapter_002                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|avalon_st_adapter_001|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|avalon_st_adapter_001                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|avalon_st_adapter|error_adapter_0                                                                                                                                      ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|avalon_st_adapter                                                                                                                                                      ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|rsp_mux|arb|adder                                                                                                                                                      ; 16    ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|rsp_mux|arb                                                                                                                                                            ; 8     ; 0              ; 4            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|rsp_mux                                                                                                                                                                ; 347   ; 0              ; 0            ; 0              ; 90     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|rsp_demux_003                                                                                                                                                          ; 89    ; 1              ; 2            ; 1              ; 87     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|rsp_demux_002                                                                                                                                                          ; 89    ; 1              ; 2            ; 1              ; 87     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|rsp_demux_001                                                                                                                                                          ; 89    ; 1              ; 2            ; 1              ; 87     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|rsp_demux                                                                                                                                                              ; 89    ; 1              ; 2            ; 1              ; 87     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|cmd_mux_003                                                                                                                                                            ; 89    ; 0              ; 2            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|cmd_mux_002                                                                                                                                                            ; 89    ; 0              ; 2            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|cmd_mux_001                                                                                                                                                            ; 89    ; 0              ; 2            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|cmd_mux                                                                                                                                                                ; 89    ; 0              ; 2            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|cmd_demux                                                                                                                                                              ; 95    ; 16             ; 2            ; 16             ; 345    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|clock_crossing_io_m0_limiter                                                                                                                                           ; 176   ; 0              ; 0            ; 0              ; 177    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router_004|the_default_decode                                                                                                                                          ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router_004                                                                                                                                                             ; 85    ; 0              ; 2            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router_003|the_default_decode                                                                                                                                          ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router_003                                                                                                                                                             ; 85    ; 0              ; 2            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router_002|the_default_decode                                                                                                                                          ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router_002                                                                                                                                                             ; 85    ; 0              ; 2            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router_001|the_default_decode                                                                                                                                          ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router_001                                                                                                                                                             ; 85    ; 0              ; 2            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router|the_default_decode                                                                                                                                              ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|router                                                                                                                                                                 ; 85    ; 0              ; 4            ; 0              ; 87     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|sw_s1_agent_rsp_fifo                                                                                                                                                   ; 125   ; 39             ; 0            ; 39             ; 84     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|sw_s1_agent|uncompressor                                                                                                                                               ; 21    ; 1              ; 0            ; 1              ; 19     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|sw_s1_agent                                                                                                                                                            ; 247   ; 39             ; 41           ; 39             ; 253    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|led_s1_agent_rsp_fifo                                                                                                                                                  ; 125   ; 39             ; 0            ; 39             ; 84     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|led_s1_agent|uncompressor                                                                                                                                              ; 21    ; 1              ; 0            ; 1              ; 19     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|led_s1_agent                                                                                                                                                           ; 247   ; 39             ; 41           ; 39             ; 253    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|key_s1_agent_rsp_fifo                                                                                                                                                  ; 125   ; 39             ; 0            ; 39             ; 84     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|key_s1_agent|uncompressor                                                                                                                                              ; 21    ; 1              ; 0            ; 1              ; 19     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|key_s1_agent                                                                                                                                                           ; 247   ; 39             ; 41           ; 39             ; 253    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|sysid_control_slave_agent_rsp_fifo                                                                                                                                     ; 125   ; 39             ; 0            ; 39             ; 84     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|sysid_control_slave_agent|uncompressor                                                                                                                                 ; 21    ; 1              ; 0            ; 1              ; 19     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|sysid_control_slave_agent                                                                                                                                              ; 247   ; 39             ; 41           ; 39             ; 253    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|clock_crossing_io_m0_agent                                                                                                                                             ; 139   ; 33             ; 55           ; 33             ; 117    ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|sw_s1_translator                                                                                                                                                       ; 90    ; 6              ; 8            ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|led_s1_translator                                                                                                                                                      ; 90    ; 6              ; 8            ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|key_s1_translator                                                                                                                                                      ; 90    ; 6              ; 8            ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|sysid_control_slave_translator                                                                                                                                         ; 90    ; 6              ; 6            ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1|clock_crossing_io_m0_translator                                                                                                                                        ; 91    ; 10             ; 2            ; 10             ; 84     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_1                                                                                                                                                                        ; 177   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_008|error_adapter_0                                                                                                                                  ; 22    ; 1              ; 2            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_008                                                                                                                                                  ; 22    ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_007|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_007                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_006|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_006                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_005|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_005                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_004|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_004                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_003|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_003                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_002|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_002                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_001|error_adapter_0                                                                                                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter_001                                                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                                                                                                      ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|avalon_st_adapter                                                                                                                                                      ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_009|clock_xer|out_to_in_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_009|clock_xer|in_to_out_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_009|clock_xer                                                                                                                                                  ; 120   ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_009                                                                                                                                                            ; 122   ; 2              ; 0            ; 2              ; 116    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_008|clock_xer|out_to_in_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_008|clock_xer|in_to_out_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_008|clock_xer                                                                                                                                                  ; 120   ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_008                                                                                                                                                            ; 122   ; 2              ; 0            ; 2              ; 116    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_007|clock_xer|out_to_in_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_007|clock_xer|in_to_out_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_007|clock_xer                                                                                                                                                  ; 120   ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_007                                                                                                                                                            ; 122   ; 2              ; 0            ; 2              ; 116    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_006|clock_xer|out_to_in_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_006|clock_xer|in_to_out_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_006|clock_xer                                                                                                                                                  ; 120   ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_006                                                                                                                                                            ; 122   ; 2              ; 0            ; 2              ; 116    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_005|clock_xer|out_to_in_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_005|clock_xer|in_to_out_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_005|clock_xer                                                                                                                                                  ; 120   ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_005                                                                                                                                                            ; 122   ; 2              ; 0            ; 2              ; 116    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_004|clock_xer|out_to_in_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_004|clock_xer|in_to_out_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_004|clock_xer                                                                                                                                                  ; 120   ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_004                                                                                                                                                            ; 122   ; 2              ; 0            ; 2              ; 116    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_003|clock_xer|out_to_in_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_003|clock_xer|in_to_out_synchronizer                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_Nano_SOPC_inst|mm_interconnect_0|crosser_003|clock_xer                                                                                                                                                  ; 120   ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
